[NX Daemon Server] - 2024-12-02T06:18:14.470Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-02T06:18:14.477Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-02T06:18:14.486Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:18:14.492Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:18:14.523Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:18:14.533Z - [REQUEST]: Responding to the client. Shutdown initiated
[NX Daemon Server] - 2024-12-02T06:18:14.536Z - Done responding to the client Shutdown initiated
[NX Daemon Server] - 2024-12-02T06:18:14.537Z - Handled FORCE_SHUTDOWN. Handling time: 1. Response time: 4.
[NX Daemon Server] - 2024-12-02T06:18:14.537Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:18:14.538Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (sources)
[NX Daemon Server] - 2024-12-02T06:18:14.538Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (outputs)
[NX Daemon Server] - 2024-12-02T06:22:19.252Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-02T06:22:19.264Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-02T06:22:19.269Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:22:19.272Z - Established a connection. Number of open connections: 2
[NX Daemon Server] - 2024-12-02T06:22:19.277Z - Closed a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:22:19.282Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:22:20.119Z - Time taken for 'loadNxPlugins' 762.2035999894142ms
[NX Daemon Server] - 2024-12-02T06:22:20.994Z - Time taken for 'build-project-configs' 799.1624000072479ms
[NX Daemon Server] - 2024-12-02T06:22:21.190Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-03T05:58:58.739Z - Time taken for 'total for creating and serializing project graph' 20920.214100003242ms
[NX Daemon Server] - 2024-12-03T05:58:58.740Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-12-03T05:58:58.741Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 20920. Response time: 10.
[NX Daemon Server] - 2024-12-03T05:58:59.332Z - [REQUEST]: Responding to the client. handleHashTasks
[NX Daemon Server] - 2024-12-03T05:58:59.345Z - Done responding to the client handleHashTasks
[NX Daemon Server] - 2024-12-03T05:58:59.345Z - Handled HASH_TASKS. Handling time: 193. Response time: 13.
[NX Daemon Server] - 2024-12-03T05:58:59.444Z - [REQUEST]: Responding to the client. handleGetEstimatedTaskTimings
[NX Daemon Server] - 2024-12-03T05:58:59.444Z - Done responding to the client handleGetEstimatedTaskTimings
[NX Daemon Server] - 2024-12-03T05:58:59.444Z - Handled GET_ESTIMATED_TASK_TIMINGS. Handling time: 25. Response time: 0.
[NX Daemon Server] - 2024-12-03T05:59:06.082Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:09.859Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:10.002Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:18.729Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:18.870Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:18.934Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:19.002Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:22.692Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:22.744Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:22.799Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:26.476Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:26.557Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:26.615Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:29.512Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:29.621Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:30.873Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:30.972Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:31.201Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:31.250Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:33.834Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:33.919Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:33.967Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:34.622Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:34.811Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:35.115Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T05:59:35.116Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T05:59:35.117Z - Handled RECORD_OUTPUTS_HASH. Handling time: 14. Response time: 2.
[NX Daemon Server] - 2024-12-03T05:59:35.408Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:35.483Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:35.556Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:35.632Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:35.725Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:35.818Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.045Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.139Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.228Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.288Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.397Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.452Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.498Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.617Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.684Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:36.762Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:38.546Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:38.628Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:38.671Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:39.527Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:40.321Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:40.691Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:40.752Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:40.833Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:40.928Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:40.986Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:41.107Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T05:59:41.107Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T05:59:41.107Z - Handled RECORD_OUTPUTS_HASH. Handling time: 21. Response time: 0.
[NX Daemon Server] - 2024-12-03T05:59:41.816Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T05:59:41.816Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T05:59:41.816Z - Handled RECORD_OUTPUTS_HASH. Handling time: 12. Response time: 0.
[NX Daemon Server] - 2024-12-03T05:59:45.607Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:49.218Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:49.276Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:49.331Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:49.397Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T05:59:49.777Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:04.171Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:04.236Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:04.291Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:05.889Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:06.422Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:06.916Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:06.917Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:06.917Z - Handled RECORD_OUTPUTS_HASH. Handling time: 11. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:00:16.042Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:16.132Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.288Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.351Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.422Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.473Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.552Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.741Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.805Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.884Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:17.885Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.020Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.074Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.261Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.327Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.427Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.501Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.780Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:18.781Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.781Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:18.781Z - Handled RECORD_OUTPUTS_HASH. Handling time: 118. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:00:18.858Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:18.915Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:19.034Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:22.540Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:23.993Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:24.183Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:24.184Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:24.184Z - Handled RECORD_OUTPUTS_HASH. Handling time: 24. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:00:27.338Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:31.561Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:31.654Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:31.728Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:31.806Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:31.862Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:34.644Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:34.750Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:34.808Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:36.054Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:36.172Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:36.557Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:37.030Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:43.570Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:43.625Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:43.699Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:43.764Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:43.849Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:43.934Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:44.101Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:44.153Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:44.954Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:44.955Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:44.956Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:44.957Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:44.958Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:44.958Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:44.958Z - Handled RECORD_OUTPUTS_HASH. Handling time: 309. Response time: 5.
[NX Daemon Server] - 2024-12-03T06:00:45.031Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:51.937Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:51.997Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.103Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.140Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.215Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.290Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.480Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.572Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.572Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.695Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.750Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.811Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.860Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:52.904Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.119Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.165Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.367Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.406Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.586Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.658Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.684Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.788Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.922Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:53.994Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:54.075Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:55.691Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:55.750Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:56.118Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:56.119Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:00:56.119Z - Handled RECORD_OUTPUTS_HASH. Handling time: 48. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:00:56.400Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:56.464Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:56.522Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:56.580Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:57.151Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:57.217Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:57.297Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:57.382Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:00:59.907Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:00.750Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:01.902Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:02.660Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:03.037Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:03.037Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:03.037Z - Handled RECORD_OUTPUTS_HASH. Handling time: 55. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:01:06.056Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:06.684Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:06.753Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:07.544Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:07.712Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:08.707Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:08.707Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:08.707Z - Handled RECORD_OUTPUTS_HASH. Handling time: 30. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:01:13.363Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:20.079Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:27.389Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.371Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.415Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.482Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.539Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.632Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.705Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.806Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.893Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:28.962Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:29.014Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:29.137Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:29.228Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:29.370Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:29.570Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:29.618Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:30.101Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:30.102Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:30.102Z - Handled RECORD_OUTPUTS_HASH. Handling time: 7. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:01:32.436Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:33.244Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:33.328Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:33.435Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:33.492Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:33.807Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:34.106Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:34.106Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:34.106Z - Handled RECORD_OUTPUTS_HASH. Handling time: 19. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:01:38.501Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:38.555Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:40.668Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:40.712Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:40.779Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:42.170Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:42.264Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:42.426Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:42.492Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:42.551Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:42.617Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:42.808Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:42.905Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:43.059Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:43.733Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:43.734Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:43.734Z - Handled RECORD_OUTPUTS_HASH. Handling time: 13. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:01:48.506Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:48.570Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:49.536Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:49.660Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:51.731Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:52.936Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.059Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.087Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.183Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.265Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.350Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.442Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.658Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.803Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.841Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:53.915Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:54.018Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:54.040Z - [WATCHER]: Processing file changes in outputs
